MsgType,MsgStartTime,MsgStopTime,MsgPowerRole
AUX,4484.311,4484.66,DUT
AUX,4485.311,4485.66,DUT
AUX,4486.311,4486.66,DUT
AUX,4487.311,4487.66,DUT
AUX,4488.311,4488.66,DUT
AUX,4489.311,4489.66,DUT
AUX,4490.311,4490.66,DUT
AUX,4491.311,4491.66,DUT
AUX,4492.311,4492.66,DUT
AUX,4493.311,4493.66,DUT
AUX,4494.311,4494.66,DUT
AUX,4495.311,4495.66,DUT
AUX,4496.311,4496.66,DUT
AUX,4497.311,4497.66,DUT
AUX,4498.311,4498.66,DUT
AUX,4499.311,4499.66,DUT
AUX,4500.311,4500.66,DUT
AUX,4501.311,4501.66,DUT
AUX,4502.311,4502.66,DUT
AUX,4503.311,4503.66,DUT
AUX,4504.311,4504.66,DUT
AUX,4505.311,4505.66,DUT
AUX,4506.311,4506.66,DUT
AUX,4507.311,4507.66,DUT
AUX,4508.311,4508.66,DUT
AUX,4509.311,4509.66,DUT
AUX,4510.311,4510.66,DUT
AUX,4511.311,4511.66,DUT
AUX,4512.311,4512.66,DUT
AUX,4513.311,4513.66,DUT
AUX,4514.311,4514.66,DUT
AUX,4515.311,4515.66,DUT
AUX,4516.311,4516.66,DUT
AUX,4517.311,4517.66,DUT
AUX,4518.311,4518.66,DUT
AUX,4519.311,4519.66,DUT
AUX,4520.311,4520.66,DUT
AUX,4521.311,4521.66,DUT
AUX,4522.311,4522.66,DUT
AUX,4523.311,4523.66,DUT
AUX,4524.311,4524.66,DUT
AUX,4525.311,4525.66,DUT
AUX,4526.311,4526.66,DUT
AUX,4527.311,4527.66,DUT
AUX,4528.311,4528.66,DUT
AUX,4529.311,4529.66,DUT
AUX,4530.311,4530.66,DUT
AUX,4531.311,4531.66,DUT
AUX,4532.311,4532.66,DUT
AUX,4533.311,4533.66,DUT
AUX,4534.311,4534.66,DUT
AUX,4535.311,4535.66,DUT
AUX,4536.311,4536.66,DUT
AUX,4537.311,4537.66,DUT
AUX,4538.311,4538.66,DUT
AUX,4539.311,4539.66,DUT
AUX,4540.311,4540.66,DUT
AUX,4541.311,4541.66,DUT
AUX,4542.311,4542.66,DUT
AUX,4543.311,4543.66,DUT
AUX,4544.311,4544.66,DUT
AUX,4545.311,4545.66,DUT
AUX,4546.311,4546.66,DUT
AUX,4547.311,4547.66,DUT
AUX,4548.311,4548.66,DUT
AUX,4549.311,4549.66,DUT
AUX,4550.311,4550.66,DUT
AUX,4551.311,4551.66,DUT
AUX,4552.311,4552.66,DUT
AUX,4553.311,4553.66,DUT
AUX,4554.311,4554.66,DUT
AUX,4555.311,4555.66,DUT
AUX,4556.311,4556.66,DUT
AUX,4557.311,4557.66,DUT
AUX,4558.311,4558.66,DUT
AUX,4559.311,4559.66,DUT
AUX,4560.311,4560.66,DUT
AUX,4561.311,4561.66,DUT
AUX,4562.311,4562.66,DUT
AUX,4563.311,4563.66,DUT
AUX,4564.311,4564.66,DUT
AUX,4565.311,4565.66,DUT
AUX,4566.311,4566.66,DUT
AUX,4567.311,4567.66,DUT
AUX,4568.311,4568.66,DUT
AUX,4569.311,4569.66,DUT
AUX,4570.311,4570.66,DUT
AUX,4571.311,4571.66,DUT
AUX,4572.311,4572.66,DUT
AUX,4573.311,4573.66,DUT
AUX,4574.311,4574.66,DUT
AUX,4575.311,4575.66,DUT
AUX,4576.311,4576.66,DUT
AUX,4577.311,4577.66,DUT
AUX,4578.311,4578.66,DUT
AUX,4579.311,4579.66,DUT
AUX,4580.311,4580.66,DUT
AUX,4581.311,4581.66,DUT
AUX,4582.311,4582.66,DUT
AUX,4583.311,4583.66,DUT
AUX,4584.311,4584.66,DUT
AUX,4585.311,4585.66,DUT
AUX,4586.311,4586.66,DUT
AUX,4587.311,4587.66,DUT
AUX,4588.311,4588.66,DUT
AUX,4589.311,4589.66,DUT
AUX,4590.311,4590.66,DUT
AUX,4591.311,4591.66,DUT
AUX,4592.311,4592.66,DUT
AUX,4593.311,4593.66,DUT
AUX,4594.311,4594.66,DUT
AUX,4595.311,4595.66,DUT
AUX,4596.311,4596.66,DUT
AUX,4597.311,4597.66,DUT
AUX,4598.311,4598.66,DUT
AUX,4599.311,4599.66,DUT
AUX,4600.311,4600.66,DUT
AUX,4601.311,4601.66,DUT
AUX,4602.311,4602.66,DUT
AUX,4603.311,4603.66,DUT
AUX,4604.311,4604.66,DUT
AUX,4605.311,4605.66,DUT
AUX,4606.311,4606.66,DUT
AUX,4607.311,4607.66,DUT
AUX,4608.311,4608.66,DUT
AUX,4609.311,4609.66,DUT
AUX,4610.311,4610.66,DUT
AUX,4611.311,4611.66,DUT
AUX,4612.311,4612.66,DUT
AUX,4613.311,4613.66,DUT
AUX,4614.311,4614.66,DUT
AUX,4615.311,4615.66,DUT
AUX,4616.311,4616.66,DUT
AUX,4617.311,4617.66,DUT
AUX,4618.311,4618.66,DUT
AUX,4619.311,4619.66,DUT
AUX,4620.311,4620.66,DUT
AUX,4621.311,4621.66,DUT
AUX,4622.311,4622.66,DUT
AUX,4623.311,4623.66,DUT
AUX,4624.311,4624.66,DUT
AUX,4625.311,4625.66,DUT
AUX,4626.311,4626.66,DUT
AUX,4627.311,4627.66,DUT
AUX,4628.311,4628.66,DUT
AUX,4629.311,4629.66,DUT
AUX,4630.311,4630.66,DUT
AUX,4631.311,4631.66,DUT
AUX,4632.311,4632.66,DUT
AUX,4633.311,4633.66,DUT
AUX,4634.311,4634.66,DUT
AUX,4635.311,4635.66,DUT
AUX,4636.311,4636.66,DUT
AUX,4637.311,4637.66,DUT
AUX,4638.311,4638.66,DUT
AUX,4639.311,4639.66,DUT
AUX,4640.311,4640.66,DUT
AUX,4641.311,4641.66,DUT
AUX,4642.311,4642.66,DUT
AUX,4643.311,4643.66,DUT
AUX,4644.311,4644.66,DUT
AUX,4645.311,4645.66,DUT
AUX,4646.311,4646.66,DUT
AUX,4647.311,4647.66,DUT
AUX,4648.311,4648.66,DUT
AUX,4649.311,4649.66,DUT
AUX,4650.311,4650.66,DUT
AUX,4651.311,4651.66,DUT
AUX,4652.311,4652.66,DUT
AUX,4653.311,4653.66,DUT
AUX,4654.311,4654.66,DUT
AUX,4655.311,4655.66,DUT
AUX,4656.311,4656.66,DUT
AUX,4657.311,4657.66,DUT
AUX,4658.311,4658.66,DUT
AUX,4659.311,4659.66,DUT
AUX,4660.311,4660.66,DUT
AUX,4661.311,4661.66,DUT
AUX,4662.311,4662.66,DUT
AUX,4663.311,4663.66,DUT
AUX,4664.311,4664.66,DUT
AUX,4665.311,4665.66,DUT
AUX,4666.311,4666.66,DUT
AUX,4667.311,4667.66,DUT
AUX,4668.311,4668.66,DUT
AUX,4669.311,4669.66,DUT
AUX,4670.311,4670.66,DUT
AUX,4671.311,4671.66,DUT
AUX,4672.311,4672.66,DUT
AUX,4673.311,4673.66,DUT
AUX,4674.311,4674.66,DUT
AUX,4675.311,4675.66,DUT
AUX,4676.311,4676.66,DUT
AUX,4677.311,4677.66,DUT
AUX,4678.311,4678.66,DUT
AUX,4679.311,4679.66,DUT
AUX,4680.311,4680.66,DUT
AUX,4681.311,4681.66,DUT
AUX,4682.311,4682.66,DUT
AUX,4683.311,4683.66,DUT
AUX,4684.311,4684.66,DUT
AUX,4685.311,4685.66,DUT
AUX,4686.311,4686.66,DUT
AUX,4687.311,4687.66,DUT
AUX,4688.311,4688.66,DUT
AUX,4689.311,4689.66,DUT
AUX,4690.311,4690.66,DUT
AUX,4691.311,4691.66,DUT
AUX,4692.311,4692.66,DUT
AUX,4693.311,4693.66,DUT
AUX,4694.311,4694.66,DUT
AUX,4695.311,4695.66,DUT
AUX,4696.311,4696.66,DUT
AUX,4697.311,4697.66,DUT
AUX,4698.311,4698.66,DUT
AUX,4699.311,4699.66,DUT
AUX,4700.311,4700.66,DUT
AUX,4701.311,4701.66,DUT
AUX,4702.311,4702.66,DUT
AUX,4703.311,4703.66,DUT
AUX,4704.311,4704.66,DUT
AUX,4705.311,4705.66,DUT
AUX,4706.311,4706.66,DUT
AUX,4707.311,4707.66,DUT
AUX,4708.311,4708.66,DUT
AUX,4709.311,4709.66,DUT
AUX,4710.311,4710.66,DUT
AUX,4711.311,4711.66,DUT
AUX,4712.311,4712.66,DUT
AUX,4713.311,4713.66,DUT
AUX,4714.311,4714.66,DUT
AUX,4715.311,4715.66,DUT
AUX,4716.311,4716.66,DUT
AUX,4717.311,4717.66,DUT
AUX,4718.311,4718.66,DUT
AUX,4719.311,4719.66,DUT
AUX,4720.311,4720.66,DUT
AUX,4721.311,4721.66,DUT
AUX,4722.311,4722.66,DUT
AUX,4723.311,4723.66,DUT
AUX,4724.311,4724.66,DUT
AUX,4725.311,4725.66,DUT
AUX,4726.311,4726.66,DUT
AUX,4727.311,4727.66,DUT
AUX,4728.311,4728.66,DUT
AUX,4729.311,4729.66,DUT
AUX,4730.311,4730.66,DUT
AUX,4731.311,4731.66,DUT
AUX,4732.311,4732.66,DUT
AUX,4733.311,4733.66,DUT
AUX,4734.311,4734.66,DUT
AUX,4735.311,4735.66,DUT
AUX,4736.311,4736.66,DUT
AUX,4737.311,4737.66,DUT
AUX,4738.311,4738.66,DUT
AUX,4739.311,4739.66,DUT
AUX,4740.311,4740.66,DUT
AUX,4741.311,4741.66,DUT
AUX,4742.311,4742.66,DUT
AUX,4743.311,4743.66,DUT
AUX,4744.311,4744.66,DUT
AUX,4745.311,4745.66,DUT
AUX,4746.311,4746.66,DUT
AUX,4747.311,4747.66,DUT
AUX,4748.311,4748.66,DUT
AUX,4749.311,4749.66,DUT
AUX,4750.311,4750.66,DUT
AUX,4751.311,4751.66,DUT
AUX,4752.311,4752.66,DUT
AUX,4753.311,4753.66,DUT
AUX,4754.311,4754.66,DUT
AUX,4755.311,4755.66,DUT
AUX,4756.311,4756.66,DUT
AUX,4757.311,4757.66,DUT
AUX,4758.311,4758.66,DUT
AUX,4759.311,4759.66,DUT
AUX,4760.311,4760.66,DUT
AUX,4761.311,4761.66,DUT
AUX,4762.311,4762.66,DUT
AUX,4763.311,4763.66,DUT
AUX,4764.311,4764.66,DUT
AUX,4765.311,4765.66,DUT
AUX,4766.311,4766.66,DUT
AUX,4767.311,4767.66,DUT
AUX,4768.311,4768.66,DUT
AUX,4769.311,4769.66,DUT
AUX,4770.311,4770.66,DUT
AUX,4771.311,4771.66,DUT
AUX,4772.311,4772.66,DUT
AUX,4773.311,4773.66,DUT
AUX,4774.311,4774.66,DUT
AUX,4775.311,4775.66,DUT
AUX,4776.311,4776.66,DUT
AUX,4777.311,4777.66,DUT
AUX,4778.311,4778.66,DUT
AUX,4779.311,4779.66,DUT
AUX,4780.311,4780.66,DUT
AUX,4781.311,4781.66,DUT
AUX,4782.311,4782.66,DUT
AUX,4783.311,4783.66,DUT
AUX,4784.311,4784.66,DUT
AUX,4785.311,4785.66,DUT
AUX,4786.311,4786.66,DUT
AUX,4787.311,4787.66,DUT
AUX,4788.311,4788.66,DUT
AUX,4789.311,4789.66,DUT
AUX,4790.311,4790.66,DUT
AUX,4791.311,4791.66,DUT
AUX,4792.311,4792.66,DUT
AUX,4793.311,4793.66,DUT
AUX,4794.311,4794.66,DUT
AUX,4795.311,4795.66,DUT
AUX,4796.311,4796.66,DUT
AUX,4797.311,4797.66,DUT
AUX,4798.311,4798.66,DUT
AUX,4799.311,4799.66,DUT
AUX,4800.311,4800.66,DUT
AUX,4801.311,4801.66,DUT
AUX,4802.311,4802.66,DUT
AUX,4803.311,4803.66,DUT
AUX,4804.311,4804.66,DUT
AUX,4805.311,4805.66,DUT
AUX,4806.311,4806.66,DUT
AUX,4807.311,4807.66,DUT
AUX,4808.311,4808.66,DUT
AUX,4809.311,4809.66,DUT
AUX,4810.311,4810.66,DUT
AUX,4811.311,4811.66,DUT
AUX,4812.311,4812.66,DUT
AUX,4813.311,4813.66,DUT
AUX,4814.311,4814.66,DUT
AUX,4815.311,4815.66,DUT
AUX,4816.311,4816.66,DUT
AUX,4817.311,4817.66,DUT
AUX,4818.311,4818.66,DUT
AUX,4819.311,4819.66,DUT
AUX,4820.311,4820.66,DUT
AUX,4821.311,4821.66,DUT
AUX,4822.311,4822.66,DUT
AUX,4823.311,4823.66,DUT
AUX,4824.311,4824.66,DUT
AUX,4825.311,4825.66,DUT
AUX,4826.311,4826.66,DUT
AUX,4827.311,4827.66,DUT
AUX,4828.311,4828.66,DUT
AUX,4829.311,4829.66,DUT
AUX,4830.311,4830.66,DUT
AUX,4831.311,4831.66,DUT
AUX,4832.311,4832.66,DUT
AUX,4833.311,4833.66,DUT
AUX,4834.311,4834.66,DUT
AUX,4835.311,4835.66,DUT
AUX,4836.311,4836.66,DUT
AUX,4837.311,4837.66,DUT
AUX,4838.311,4838.66,DUT
AUX,4839.311,4839.66,DUT
AUX,4840.311,4840.66,DUT
AUX,4841.311,4841.66,DUT
AUX,4842.311,4842.66,DUT
AUX,4843.311,4843.66,DUT
AUX,4844.311,4844.66,DUT
AUX,4845.311,4845.66,DUT
AUX,4846.311,4846.66,DUT
AUX,4847.311,4847.66,DUT
AUX,4848.311,4848.66,DUT
AUX,4849.311,4849.66,DUT
AUX,4850.311,4850.66,DUT
AUX,4851.311,4851.66,DUT
AUX,4852.311,4852.66,DUT
AUX,4853.311,4853.66,DUT
AUX,4854.311,4854.66,DUT
AUX,4855.311,4855.66,DUT
AUX,4856.311,4856.66,DUT
AUX,4857.311,4857.66,DUT
AUX,4858.311,4858.66,DUT
AUX,4859.311,4859.66,DUT
AUX,4860.311,4860.66,DUT
AUX,4861.311,4861.66,DUT
AUX,4862.311,4862.66,DUT
AUX,4863.311,4863.66,DUT
AUX,4864.311,4864.66,DUT
AUX,4865.311,4865.66,DUT
AUX,4866.311,4866.66,DUT
AUX,4867.311,4867.66,DUT
AUX,4868.311,4868.66,DUT
AUX,4869.311,4869.66,DUT
AUX,4870.311,4870.66,DUT
AUX,4871.311,4871.66,DUT
AUX,4872.311,4872.66,DUT
AUX,4873.311,4873.66,DUT
AUX,4874.311,4874.66,DUT
AUX,4875.311,4875.66,DUT
AUX,4876.311,4876.66,DUT
AUX,4877.311,4877.66,DUT
AUX,4878.311,4878.66,DUT
AUX,4879.311,4879.66,DUT
AUX,4880.311,4880.66,DUT
AUX,4881.311,4881.66,DUT
AUX,4882.311,4882.66,DUT
AUX,4883.311,4883.66,DUT
AUX,4884.311,4884.66,DUT
AUX,4885.311,4885.66,DUT
AUX,4886.311,4886.66,DUT
AUX,4887.311,4887.66,DUT
AUX,4888.311,4888.66,DUT
AUX,4889.311,4889.66,DUT
AUX,4890.311,4890.66,DUT
AUX,4891.311,4891.66,DUT
AUX,4892.311,4892.66,DUT
AUX,4893.311,4893.66,DUT
AUX,4894.311,4894.66,DUT
AUX,4895.311,4895.66,DUT
AUX,4896.311,4896.66,DUT
AUX,4897.311,4897.66,DUT
AUX,4898.311,4898.66,DUT
AUX,4899.311,4899.66,DUT
AUX,4900.311,4900.66,DUT
AUX,4901.311,4901.66,DUT
AUX,4902.311,4902.66,DUT
AUX,4903.311,4903.66,DUT
AUX,4904.311,4904.66,DUT
AUX,4905.311,4905.66,DUT
AUX,4906.311,4906.66,DUT
AUX,4907.311,4907.66,DUT
AUX,4908.311,4908.66,DUT
AUX,4909.311,4909.66,DUT
AUX,4910.311,4910.66,DUT
AUX,4911.311,4911.66,DUT
AUX,4912.311,4912.66,DUT
AUX,4913.311,4913.66,DUT
AUX,4914.311,4914.66,DUT
AUX,4915.311,4915.66,DUT
AUX,4916.311,4916.66,DUT
AUX,4917.311,4917.66,DUT
AUX,4918.311,4918.66,DUT
AUX,4919.311,4919.66,DUT
AUX,4920.311,4920.66,DUT
AUX,4921.311,4921.66,DUT
AUX,4922.311,4922.66,DUT
AUX,4923.311,4923.66,DUT
AUX,4924.311,4924.66,DUT
AUX,4925.311,4925.66,DUT
AUX,4926.311,4926.66,DUT
AUX,4927.311,4927.66,DUT
AUX,4928.311,4928.66,DUT
AUX,4929.311,4929.66,DUT
AUX,4930.311,4930.66,DUT
AUX,4931.311,4931.66,DUT
AUX,4932.311,4932.66,DUT
AUX,4933.311,4933.66,DUT
AUX,4934.311,4934.66,DUT
AUX,4935.311,4935.66,DUT
AUX,4936.311,4936.66,DUT
AUX,4937.311,4937.66,DUT
AUX,4938.311,4938.66,DUT
AUX,4939.311,4939.66,DUT
AUX,4940.311,4940.66,DUT
AUX,4941.311,4941.66,DUT
AUX,4942.311,4942.66,DUT
AUX,4943.311,4943.66,DUT
AUX,4944.311,4944.66,DUT
AUX,4945.311,4945.66,DUT
AUX,4946.311,4946.66,DUT
AUX,4947.311,4947.66,DUT
AUX,4948.311,4948.66,DUT
AUX,4949.311,4949.66,DUT
AUX,4950.311,4950.66,DUT
AUX,4951.311,4951.66,DUT
AUX,4952.311,4952.66,DUT
AUX,4953.311,4953.66,DUT
AUX,4954.311,4954.66,DUT
AUX,4955.311,4955.66,DUT
AUX,4956.311,4956.66,DUT
AUX,4957.311,4957.66,DUT
AUX,4958.311,4958.66,DUT
AUX,4959.311,4959.66,DUT
AUX,4960.311,4960.66,DUT
AUX,4961.311,4961.66,DUT
AUX,4962.311,4962.66,DUT
AUX,4963.311,4963.66,DUT
AUX,4964.311,4964.66,DUT
AUX,4965.311,4965.66,DUT
AUX,4966.311,4966.66,DUT
AUX,4967.311,4967.66,DUT
AUX,4968.311,4968.66,DUT
AUX,4969.311,4969.66,DUT
AUX,4970.311,4970.66,DUT
AUX,4971.311,4971.66,DUT
AUX,4972.311,4972.66,DUT
AUX,4973.311,4973.66,DUT
AUX,4974.311,4974.66,DUT
AUX,4975.311,4975.66,DUT
AUX,4976.311,4976.66,DUT
AUX,4977.311,4977.66,DUT
AUX,4978.311,4978.66,DUT
AUX,4979.311,4979.66,DUT
AUX,4980.311,4980.66,DUT
AUX,4981.311,4981.66,DUT
AUX,4982.311,4982.66,DUT
AUX,4983.311,4983.66,DUT
AUX,4984.311,4984.66,DUT
AUX,4985.311,4985.66,DUT
AUX,4986.311,4986.66,DUT
AUX,4987.311,4987.66,DUT
AUX,4988.311,4988.66,DUT
AUX,4989.311,4989.66,DUT
AUX,4990.311,4990.66,DUT
AUX,4991.311,4991.66,DUT
AUX,4992.311,4992.66,DUT
AUX,4993.311,4993.66,DUT
AUX,4994.311,4994.66,DUT
AUX,4995.311,4995.66,DUT
AUX,4996.311,4996.66,DUT
AUX,4997.311,4997.66,DUT
AUX,4998.311,4998.66,DUT
AUX,4999.311,4999.66,DUT
AUX,5000.311,5000.66,DUT
AUX,5001.311,5001.66,DUT
AUX,5002.311,5002.66,DUT
AUX,5003.311,5003.66,DUT
AUX,5004.311,5004.66,DUT
AUX,5005.311,5005.66,DUT
AUX,5006.311,5006.66,DUT
AUX,5007.311,5007.66,DUT
AUX,5008.311,5008.66,DUT
AUX,5009.311,5009.66,DUT
AUX,5010.311,5010.66,DUT
AUX,5011.311,5011.66,DUT
AUX,5012.311,5012.66,DUT
AUX,5013.311,5013.66,DUT
AUX,5014.311,5014.66,DUT
AUX,5015.311,5015.66,DUT
AUX,5016.311,5016.66,DUT
AUX,5017.311,5017.66,DUT
AUX,5018.311,5018.66,DUT
AUX,5019.311,5019.66,DUT
AUX,5020.311,5020.66,DUT
AUX,5021.311,5021.66,DUT
AUX,5022.311,5022.66,DUT
AUX,5023.311,5023.66,DUT
AUX,5024.311,5024.66,DUT
AUX,5025.311,5025.66,DUT
AUX,5026.311,5026.66,DUT
AUX,5027.311,5027.66,DUT
AUX,5028.311,5028.66,DUT
AUX,5029.311,5029.66,DUT
AUX,5030.311,5030.66,DUT
AUX,5031.311,5031.66,DUT
AUX,5032.311,5032.66,DUT
AUX,5033.311,5033.66,DUT
AUX,5034.311,5034.66,DUT
AUX,5035.311,5035.66,DUT
AUX,5036.311,5036.66,DUT
AUX,5037.311,5037.66,DUT
AUX,5038.311,5038.66,DUT
AUX,5039.311,5039.66,DUT
AUX,5040.311,5040.66,DUT
AUX,5041.311,5041.66,DUT
AUX,5042.311,5042.66,DUT
AUX,5043.311,5043.66,DUT
AUX,5044.311,5044.66,DUT
AUX,5045.311,5045.66,DUT
AUX,5046.311,5046.66,DUT
AUX,5047.311,5047.66,DUT
AUX,5048.311,5048.66,DUT
AUX,5049.311,5049.66,DUT
AUX,5050.311,5050.66,DUT
AUX,5051.311,5051.66,DUT
AUX,5052.311,5052.66,DUT
AUX,5053.311,5053.66,DUT
AUX,5054.311,5054.66,DUT
AUX,5055.311,5055.66,DUT
AUX,5056.311,5056.66,DUT
AUX,5057.311,5057.66,DUT
AUX,5058.311,5058.66,DUT
AUX,5059.311,5059.66,DUT
AUX,5060.311,5060.66,DUT
AUX,5061.311,5061.66,DUT
AUX,5062.311,5062.66,DUT
AUX,5063.311,5063.66,DUT
AUX,5064.311,5064.66,DUT
AUX,5065.311,5065.66,DUT
AUX,5066.311,5066.66,DUT
AUX,5067.311,5067.66,DUT
AUX,5068.311,5068.66,DUT
AUX,5069.311,5069.66,DUT
AUX,5070.311,5070.66,DUT
AUX,5071.311,5071.66,DUT
AUX,5072.311,5072.66,DUT
AUX,5073.311,5073.66,DUT
AUX,5074.311,5074.66,DUT
AUX,5075.311,5075.66,DUT
AUX,5076.311,5076.66,DUT
AUX,5077.311,5077.66,DUT
AUX,5078.311,5078.66,DUT
AUX,5079.311,5079.66,DUT
AUX,5080.311,5080.66,DUT
AUX,5081.311,5081.66,DUT
AUX,5082.311,5082.66,DUT
AUX,5083.311,5083.66,DUT
AUX,5084.311,5084.66,DUT
AUX,5085.311,5085.66,DUT
AUX,5086.311,5086.66,DUT
AUX,5087.311,5087.66,DUT
AUX,5088.311,5088.66,DUT
AUX,5089.311,5089.66,DUT
AUX,5090.311,5090.66,DUT
AUX,5091.311,5091.66,DUT
AUX,5092.311,5092.66,DUT
AUX,5093.311,5093.66,DUT
AUX,5094.311,5094.66,DUT
AUX,5095.311,5095.66,DUT
AUX,5096.311,5096.66,DUT
AUX,5097.311,5097.66,DUT
AUX,5098.311,5098.66,DUT
AUX,5099.311,5099.66,DUT
AUX,5100.311,5100.66,DUT
AUX,5101.311,5101.66,DUT
AUX,5102.311,5102.66,DUT
AUX,5103.311,5103.66,DUT
AUX,5104.311,5104.66,DUT
AUX,5105.311,5105.66,DUT
AUX,5106.311,5106.66,DUT
AUX,5107.311,5107.66,DUT
AUX,5108.311,5108.66,DUT
AUX,5109.311,5109.66,DUT
AUX,5110.311,5110.66,DUT
AUX,5111.311,5111.66,DUT
AUX,5112.311,5112.66,DUT
AUX,5113.311,5113.66,DUT
AUX,5114.311,5114.66,DUT
AUX,5115.311,5115.66,DUT
AUX,5116.311,5116.66,DUT
AUX,5117.311,5117.66,DUT
AUX,5118.311,5118.66,DUT
AUX,5119.311,5119.66,DUT
AUX,5120.311,5120.66,DUT
AUX,5121.311,5121.66,DUT
AUX,5122.311,5122.66,DUT
AUX,5123.311,5123.66,DUT
AUX,5124.311,5124.66,DUT
AUX,5125.311,5125.66,DUT
AUX,5126.311,5126.66,DUT
AUX,5127.311,5127.66,DUT
AUX,5128.311,5128.66,DUT
AUX,5129.311,5129.66,DUT
AUX,5130.311,5130.66,DUT
AUX,5131.311,5131.66,DUT
AUX,5132.311,5132.66,DUT
AUX,5133.311,5133.66,DUT
AUX,5134.311,5134.66,DUT
AUX,5135.311,5135.66,DUT
AUX,5136.311,5136.66,DUT
AUX,5137.311,5137.66,DUT
AUX,5138.311,5138.66,DUT
AUX,5139.311,5139.66,DUT
AUX,5140.311,5140.66,DUT
AUX,5141.311,5141.66,DUT
AUX,5142.311,5142.66,DUT
AUX,5143.311,5143.66,DUT
AUX,5144.311,5144.66,DUT
AUX,5145.311,5145.66,DUT
AUX,5146.311,5146.66,DUT
AUX,5147.311,5147.66,DUT
AUX,5148.311,5148.66,DUT
AUX,5149.311,5149.66,DUT
AUX,5150.311,5150.66,DUT
AUX,5151.311,5151.66,DUT
AUX,5152.311,5152.66,DUT
AUX,5153.311,5153.66,DUT
AUX,5154.311,5154.66,DUT
AUX,5155.311,5155.66,DUT
AUX,5156.311,5156.66,DUT
AUX,5157.311,5157.66,DUT
AUX,5158.311,5158.66,DUT
AUX,5159.311,5159.66,DUT
AUX,5160.311,5160.66,DUT
AUX,5161.311,5161.66,DUT
AUX,5162.311,5162.66,DUT
AUX,5163.311,5163.66,DUT
AUX,5164.311,5164.66,DUT
AUX,5165.311,5165.66,DUT
AUX,5166.311,5166.66,DUT
AUX,5167.311,5167.66,DUT
AUX,5168.311,5168.66,DUT
AUX,5169.311,5169.66,DUT
AUX,5170.311,5170.66,DUT
AUX,5171.311,5171.66,DUT
AUX,5172.311,5172.66,DUT
AUX,5173.311,5173.66,DUT
AUX,5174.311,5174.66,DUT
AUX,5175.311,5175.66,DUT
AUX,5176.311,5176.66,DUT
AUX,5177.311,5177.66,DUT
AUX,5178.311,5178.66,DUT
AUX,5179.311,5179.66,DUT
AUX,5180.311,5180.66,DUT
AUX,5181.311,5181.66,DUT
AUX,5182.311,5182.66,DUT
AUX,5183.311,5183.66,DUT
AUX,5184.311,5184.66,DUT
AUX,5185.311,5185.66,DUT
AUX,5186.311,5186.66,DUT
AUX,5187.311,5187.66,DUT
AUX,5188.311,5188.66,DUT
AUX,5189.311,5189.66,DUT
AUX,5190.311,5190.66,DUT
AUX,5191.311,5191.66,DUT
AUX,5192.311,5192.66,DUT
AUX,5193.311,5193.66,DUT
AUX,5194.311,5194.66,DUT
AUX,5195.311,5195.66,DUT
AUX,5196.311,5196.66,DUT
AUX,5197.311,5197.66,DUT
AUX,5198.311,5198.66,DUT
AUX,5199.311,5199.66,DUT
AUX,5200.311,5200.66,DUT
AUX,5201.311,5201.66,DUT
AUX,5202.311,5202.66,DUT
AUX,5203.311,5203.66,DUT
AUX,5204.311,5204.66,DUT
AUX,5205.311,5205.66,DUT
AUX,5206.311,5206.66,DUT
AUX,5207.311,5207.66,DUT
AUX,5208.311,5208.66,DUT
AUX,5209.311,5209.66,DUT
AUX,5210.311,5210.66,DUT
AUX,5211.311,5211.66,DUT
AUX,5212.311,5212.66,DUT
AUX,5213.311,5213.66,DUT
AUX,5214.311,5214.66,DUT
AUX,5215.311,5215.66,DUT
AUX,5216.311,5216.66,DUT
AUX,5217.311,5217.66,DUT
AUX,5218.311,5218.66,DUT
AUX,5219.311,5219.66,DUT
AUX,5220.311,5220.66,DUT
AUX,5221.311,5221.66,DUT
AUX,5222.311,5222.66,DUT
AUX,5223.311,5223.66,DUT
AUX,5224.311,5224.66,DUT
AUX,5225.311,5225.66,DUT
AUX,5226.311,5226.66,DUT
AUX,5227.311,5227.66,DUT
AUX,5228.311,5228.66,DUT
AUX,5229.311,5229.66,DUT
AUX,5230.311,5230.66,DUT
AUX,5231.311,5231.66,DUT
AUX,5232.311,5232.66,DUT
AUX,5233.311,5233.66,DUT
AUX,5234.311,5234.66,DUT
AUX,5235.311,5235.66,DUT
AUX,5236.311,5236.66,DUT
AUX,5237.311,5237.66,DUT
AUX,5238.311,5238.66,DUT
AUX,5239.311,5239.66,DUT
AUX,5240.311,5240.66,DUT
AUX,5241.311,5241.66,DUT
AUX,5242.311,5242.66,DUT
AUX,5243.311,5243.66,DUT
AUX,5244.311,5244.66,DUT
AUX,5245.311,5245.66,DUT
AUX,5246.311,5246.66,DUT
AUX,5247.311,5247.66,DUT
AUX,5248.311,5248.66,DUT
AUX,5249.311,5249.66,DUT
AUX,5250.311,5250.66,DUT
AUX,5251.311,5251.66,DUT
AUX,5252.311,5252.66,DUT
AUX,5253.311,5253.66,DUT
AUX,5254.311,5254.66,DUT
AUX,5255.311,5255.66,DUT
AUX,5256.311,5256.66,DUT
AUX,5257.311,5257.66,DUT
AUX,5258.311,5258.66,DUT
AUX,5259.311,5259.66,DUT
